subject,usable,age,age_group,gender,version,block_num,condition,trial_num,trial_in_block,mine_prob_win_left,mine_prob_win_right,subj_choice,feedback,latent_guess,optimal_choice,choice_RT
42,1,11.88333333,Kid,0,E,2,1,84,34,0.2,0.8,1,0,0,0,0.735352039
42,1,11.88333333,Kid,0,E,2,1,85,35,0.2,0.8,0,0,0,1,1.485028982
42,1,11.88333333,Kid,0,E,2,1,86,36,0.2,0.8,0,1,0,1,0.968345881
42,1,11.88333333,Kid,0,E,2,1,87,37,0.2,0.8,1,0,1,0,0.536131144
42,1,11.88333333,Kid,0,E,2,1,88,38,0.2,0.8,0,1,0,1,0.469191074
42,1,11.88333333,Kid,0,E,2,1,89,39,0.2,0.8,0,1,0,1,1.136619806
42,1,11.88333333,Kid,0,E,2,1,90,40,0.2,0.8,0,0,1,1,0.93619895
42,1,11.88333333,Kid,0,E,2,1,91,41,0.2,0.8,0,1,0,1,2.019278049
42,1,11.88333333,Kid,0,E,2,1,92,42,0.2,0.8,0,1,0,1,0.852520943
42,1,11.88333333,Kid,0,E,2,1,93,43,0.2,0.8,1,1,0,0,1.416613102
42,1,11.88333333,Kid,0,E,2,1,94,44,0.2,0.8,0,0,0,1,0.287853003
42,1,11.88333333,Kid,0,E,2,1,95,45,0.2,0.8,1,0,1,0,0.402966976
42,1,11.88333333,Kid,0,E,2,1,96,46,0.2,0.8,0,0,0,1,2.251394987
42,1,11.88333333,Kid,0,E,2,1,97,47,0.2,0.8,0,1,0,1,0.551967144
42,1,11.88333333,Kid,0,E,2,1,98,48,0.2,0.8,0,1,0,1,0.301798105
42,1,11.88333333,Kid,0,E,2,1,99,49,0.2,0.8,0,0,0,1,0.351710081
42,1,11.88333333,Kid,0,E,2,1,100,50,0.2,0.8,0,0,0,1,0.335475922
42,1,11.88333333,Kid,0,E,3,3,101,1,0.2,0.8,0,0,0,1,2.302053213
42,1,11.88333333,Kid,0,E,3,3,102,2,0.2,0.8,1,1,1,0,0.251793861
42,1,11.88333333,Kid,0,E,3,3,103,3,0.2,0.8,1,1,1,0,0.43601203
42,1,11.88333333,Kid,0,E,3,3,104,4,0.2,0.8,1,0,1,0,0.219192982
42,1,11.88333333,Kid,0,E,3,3,105,5,0.2,0.8,1,0,0,0,0.151948214
42,1,11.88333333,Kid,0,E,3,3,106,6,0.2,0.8,0,1,0,1,0.018740177
42,1,11.88333333,Kid,0,E,3,3,107,7,0.2,0.8,0,1,0,1,0.168598175
42,1,11.88333333,Kid,0,E,3,3,108,8,0.2,0.8,0,1,1,1,0.251801014
42,1,11.88333333,Kid,0,E,3,3,109,9,0.2,0.8,0,1,0,1,0.419063807
42,1,11.88333333,Kid,0,E,3,3,110,10,0.2,0.8,0,1,0,1,0.085395098
42,1,11.88333333,Kid,0,E,3,3,111,11,0.2,0.8,0,1,0,1,0.301978111
42,1,11.88333333,Kid,0,E,3,3,112,12,0.2,0.8,1,0,1,0,0.269366026
42,1,11.88333333,Kid,0,E,3,3,113,13,0.2,0.8,0,1,1,1,0.650171041
42,1,11.88333333,Kid,0,E,3,3,114,14,0.2,0.8,0,0,1,1,0.452107906
42,1,11.88333333,Kid,0,E,3,3,115,15,0.2,0.8,0,1,0,1,0.26956296
42,1,11.88333333,Kid,0,E,3,3,116,16,0.2,0.8,0,0,1,1,1.468282938
42,1,11.88333333,Kid,0,E,3,3,117,17,0.2,0.8,0,0,1,1,0.285714865
42,1,11.88333333,Kid,0,E,3,3,118,18,0.2,0.8,0,1,0,1,0.485427856
42,1,11.88333333,Kid,0,E,3,3,119,19,0.2,0.8,0,1,0,1,0.469024897
42,1,11.88333333,Kid,0,E,3,3,120,20,0.2,0.8,0,0,1,1,1.186463118
42,1,11.88333333,Kid,0,E,3,3,121,21,0.2,0.8,1,0,0,0,0.235259056
42,1,11.88333333,Kid,0,E,3,3,122,22,0.2,0.8,0,0,0,1,0.220416069
42,1,11.88333333,Kid,0,E,3,3,123,23,0.2,0.8,1,0,0,0,2.434580088
42,1,11.88333333,Kid,0,E,3,3,124,24,0.2,0.8,0,1,0,1,0.318547964
42,1,11.88333333,Kid,0,E,3,3,125,25,0.2,0.8,0,0,1,1,0.869207144
42,1,11.88333333,Kid,0,E,3,3,126,26,0.2,0.8,0,1,0,1,1.168381929
42,1,11.88333333,Kid,0,E,3,3,127,27,0.2,0.8,0,1,0,1,0.48622489
42,1,11.88333333,Kid,0,E,3,3,128,28,0.2,0.8,0,0,1,1,0.352022171
42,1,11.88333333,Kid,0,E,3,3,129,29,0.2,0.8,0,1,0,1,0.486005068
42,1,11.88333333,Kid,0,E,3,3,130,30,0.2,0.8,0,1,0,1,0.318698883
42,1,11.88333333,Kid,0,E,3,3,131,31,0.2,0.8,0,1,0,1,1.268406868
42,1,11.88333333,Kid,0,E,3,3,132,32,0.2,0.8,0,0,0,1,0.585935116
42,1,11.88333333,Kid,0,E,3,3,133,33,0.2,0.8,1,1,1,0,0.235393047
42,1,11.88333333,Kid,0,E,3,3,134,34,0.2,0.8,0,1,0,1,0.369253874
42,1,11.88333333,Kid,0,E,3,3,135,35,0.2,0.8,0,0,0,1,0.400337934
42,1,11.88333333,Kid,0,E,3,3,136,36,0.2,0.8,0,1,1,1,0.702605963
42,1,11.88333333,Kid,0,E,3,3,137,37,0.2,0.8,0,1,0,1,0.252738953
42,1,11.88333333,Kid,0,E,3,3,138,38,0.2,0.8,0,1,0,1,0.318640947
42,1,11.88333333,Kid,0,E,3,3,139,39,0.2,0.8,0,1,1,1,0.385231018
42,1,11.88333333,Kid,0,E,3,3,140,40,0.2,0.8,1,0,0,0,0.302902937
42,1,11.88333333,Kid,0,E,3,3,141,41,0.2,0.8,0,1,1,1,0.135426998
42,1,11.88333333,Kid,0,E,3,3,142,42,0.2,0.8,0,0,1,1,0.386086941
42,1,11.88333333,Kid,0,E,3,3,143,43,0.2,0.8,0,1,0,1,0.468533993
42,1,11.88333333,Kid,0,E,3,3,144,44,0.2,0.8,0,1,1,1,0.485193014
42,1,11.88333333,Kid,0,E,3,3,145,45,0.2,0.8,0,0,1,1,0.336359024
42,1,11.88333333,Kid,0,E,3,3,146,46,0.2,0.8,1,0,0,0,0.484988928
42,1,11.88333333,Kid,0,E,3,3,147,47,0.2,0.8,0,1,0,1,0.385216951
42,1,11.88333333,Kid,0,E,3,3,148,48,0.2,0.8,0,1,1,1,0.48616004
42,1,11.88333333,Kid,0,E,3,3,149,49,0.2,0.8,0,1,0,1,0.468672037
42,1,11.88333333,Kid,0,E,3,3,150,50,0.2,0.8,0,1,0,1,0.535516024
81,1,13.10555556,Teen,1,F,1,3,1,1,0.2,0.8,1,0,0,0,1.951570988
81,1,13.10555556,Teen,1,F,1,3,2,2,0.2,0.8,0,0,0,1,1.135078907
81,1,13.10555556,Teen,1,F,1,3,3,3,0.2,0.8,1,0,0,0,0.585468054
81,1,13.10555556,Teen,1,F,1,3,4,4,0.2,0.8,1,0,0,0,0.651884794
81,1,13.10555556,Teen,1,F,1,3,5,5,0.2,0.8,0,1,1,1,0.435294151
81,1,13.10555556,Teen,1,F,1,3,6,6,0.2,0.8,0,1,1,1,0.501626968
81,1,13.10555556,Teen,1,F,1,3,7,7,0.2,0.8,0,1,0,1,0.75177002
81,1,13.10555556,Teen,1,F,1,3,8,8,0.2,0.8,0,1,1,1,0.268952131
81,1,13.10555556,Teen,1,F,1,3,9,9,0.2,0.8,0,1,1,1,0.285732985
81,1,13.10555556,Teen,1,F,1,3,10,10,0.2,0.8,0,0,1,1,0.268437862
81,1,13.10555556,Teen,1,F,1,3,11,11,0.2,0.8,0,1,1,1,0.352125883
81,1,13.10555556,Teen,1,F,1,3,12,12,0.2,0.8,0,1,0,1,0.435405016
81,1,13.10555556,Teen,1,F,1,3,13,13,0.2,0.8,0,1,0,1,0.301924944
81,1,13.10555556,Teen,1,F,1,3,14,14,0.2,0.8,0,1,1,1,0.335417986
81,1,13.10555556,Teen,1,F,1,3,15,15,0.2,0.8,0,1,0,1,0.335114002
81,1,13.10555556,Teen,1,F,1,3,16,16,0.2,0.8,0,0,1,1,0.401806116
81,1,13.10555556,Teen,1,F,1,3,17,17,0.2,0.8,0,1,0,1,0.301976919
81,1,13.10555556,Teen,1,F,1,3,18,18,0.2,0.8,0,1,0,1,0.401981831
81,1,13.10555556,Teen,1,F,1,3,19,19,0.2,0.8,0,0,0,1,0.2852211
81,1,13.10555556,Teen,1,F,1,3,20,20,0.2,0.8,0,0,0,1,0.301851034
81,1,13.10555556,Teen,1,F,1,3,21,21,0.2,0.8,1,1,0,0,0.302094936
81,1,13.10555556,Teen,1,F,1,3,22,22,0.2,0.8,1,1,0,0,0.385022879
81,1,13.10555556,Teen,1,F,1,3,23,23,0.2,0.8,1,0,0,0,0.368443966
81,1,13.10555556,Teen,1,F,1,3,24,24,0.2,0.8,1,0,0,0,0.352004051
81,1,13.10555556,Teen,1,F,1,3,25,25,0.2,0.8,0,1,0,1,0.266853094
81,1,13.10555556,Teen,1,F,1,3,26,26,0.2,0.8,0,1,0,1,0.435325146
81,1,13.10555556,Teen,1,F,1,3,27,27,0.2,0.8,0,1,0,1,0.28522706
81,1,13.10555556,Teen,1,F,1,3,28,28,0.2,0.8,0,1,0,1,0.435167074
81,1,13.10555556,Teen,1,F,1,3,29,29,0.2,0.8,0,0,0,1,0.568692923
81,1,13.10555556,Teen,1,F,1,3,30,30,0.2,0.8,1,0,1,0,0.501958847
81,1,13.10555556,Teen,1,F,1,3,31,31,0.2,0.8,0,1,0,1,0.601585865
81,1,13.10555556,Teen,1,F,1,3,32,32,0.2,0.8,0,0,0,1,0.46862483
81,1,13.10555556,Teen,1,F,1,3,33,33,0.2,0.8,0,1,0,1,0.268764973
81,1,13.10555556,Teen,1,F,1,3,34,34,0.2,0.8,0,1,0,1,0.385195017
81,1,13.10555556,Teen,1,F,1,3,35,35,0.2,0.8,0,1,0,1,0.268717051
81,1,13.10555556,Teen,1,F,1,3,36,36,0.2,0.8,0,1,1,1,0.468669176
81,1,13.10555556,Teen,1,F,1,3,37,37,0.2,0.8,0,1,0,1,0.418383121
81,1,13.10555556,Teen,1,F,1,3,38,38,0.2,0.8,0,1,0,1,0.368689775
81,1,13.10555556,Teen,1,F,1,3,39,39,0.2,0.8,0,0,0,1,0.352005005
81,1,13.10555556,Teen,1,F,1,3,40,40,0.2,0.8,0,1,0,1,0.301937819
81,1,13.10555556,Teen,1,F,1,3,41,41,0.2,0.8,0,0,0,1,0.333621979
81,1,13.10555556,Teen,1,F,1,3,42,42,0.2,0.8,0,0,0,1,0.301708937
81,1,13.10555556,Teen,1,F,1,3,43,43,0.2,0.8,1,1,0,0,0.43503499
81,1,13.10555556,Teen,1,F,1,3,44,44,0.2,0.8,1,0,1,0,0.402040958
81,1,13.10555556,Teen,1,F,1,3,45,45,0.2,0.8,0,0,0,1,0.502002954
81,1,13.10555556,Teen,1,F,1,3,46,46,0.2,0.8,0,1,0,1,0.318581104
81,1,13.10555556,Teen,1,F,1,3,47,47,0.2,0.8,0,1,0,1,0.468638897
81,1,13.10555556,Teen,1,F,1,3,48,48,0.2,0.8,0,1,0,1,0.501836061
81,1,13.10555556,Teen,1,F,1,3,49,49,0.2,0.8,0,1,1,1,0.402006865
81,1,13.10555556,Teen,1,F,1,3,50,50,0.2,0.8,0,0,1,1,0.352004051
81,1,13.10555556,Teen,1,F,2,2,51,1,0.2,0.8,0,1,1,1,2.318091154
81,1,13.10555556,Teen,1,F,2,2,52,2,0.2,0.8,0,1,0,1,0.351893187
81,1,13.10555556,Teen,1,F,2,2,53,3,0.2,0.8,0,1,1,1,0.318758011
81,1,13.10555556,Teen,1,F,2,2,54,4,0.2,0.8,1,0,0,0,0.352196932
81,1,13.10555556,Teen,1,F,2,2,55,5,0.2,0.8,0,1,1,1,0.435311079
81,1,13.10555556,Teen,1,F,2,2,56,6,0.2,0.8,0,1,0,1,0.285502911
81,1,13.10555556,Teen,1,F,2,2,57,7,0.2,0.8,0,1,1,1,0.31859684
81,1,13.10555556,Teen,1,F,2,2,58,8,0.2,0.8,0,1,1,1,0.401769161
81,1,13.10555556,Teen,1,F,2,2,59,9,0.2,0.8,0,0,0,1,0.335408926
81,1,13.10555556,Teen,1,F,2,2,60,10,0.2,0.8,0,1,0,1,0.318448782
81,1,13.10555556,Teen,1,F,2,2,61,11,0.2,0.8,0,1,1,1,0.218971968
81,1,13.10555556,Teen,1,F,2,2,62,12,0.2,0.8,0,0,0,1,0.301944017
81,1,13.10555556,Teen,1,F,2,2,63,13,0.2,0.8,0,1,0,1,0.350332975
81,1,13.10555556,Teen,1,F,2,2,64,14,0.2,0.8,0,1,1,1,0.735056877
81,1,13.10555556,Teen,1,F,2,2,65,15,0.2,0.8,0,1,0,1,0.434975147
81,1,13.10555556,Teen,1,F,2,2,66,16,0.2,0.8,0,0,0,1,0.268558979
81,1,13.10555556,Teen,1,F,2,2,67,17,0.2,0.8,0,1,1,1,0.485220194
81,1,13.10555556,Teen,1,F,2,2,68,18,0.2,0.8,0,1,0,1,0.50187993
81,1,13.10555556,Teen,1,F,2,2,69,19,0.2,0.8,0,1,1,1,0.601907015
81,1,13.10555556,Teen,1,F,2,2,70,20,0.2,0.8,0,0,0,1,0.285186052
81,1,13.10555556,Teen,1,F,2,2,71,21,0.2,0.8,0,1,1,1,0.28538394
81,1,13.10555556,Teen,1,F,2,2,72,22,0.2,0.8,0,1,0,1,0.634982824
81,1,13.10555556,Teen,1,F,2,2,73,23,0.2,0.8,0,1,1,1,0.285245895
81,1,13.10555556,Teen,1,F,2,2,74,24,0.2,0.8,0,1,0,1,0.400408983
81,1,13.10555556,Teen,1,F,2,2,75,25,0.2,0.8,1,0,0,0,0.28518796
81,1,13.10555556,Teen,1,F,2,2,76,26,0.2,0.8,0,0,0,1,0.335315943
81,1,13.10555556,Teen,1,F,2,2,77,27,0.2,0.8,0,1,0,1,0.501789808
81,1,13.10555556,Teen,1,F,2,2,78,28,0.2,0.8,0,1,1,1,0.285397053
81,1,13.10555556,Teen,1,F,2,2,79,29,0.2,0.8,0,1,0,1,0.468707085
81,1,13.10555556,Teen,1,F,2,2,80,30,0.2,0.8,0,1,1,1,0.368419886
81,1,13.10555556,Teen,1,F,2,2,81,31,0.2,0.8,0,0,0,1,0.535309076
81,1,13.10555556,Teen,1,F,2,2,82,32,0.2,0.8,0,1,0,1,0.83501792
81,1,13.10555556,Teen,1,F,2,2,83,33,0.2,0.8,0,1,1,1,0.568562984
81,1,13.10555556,Teen,1,F,2,2,84,34,0.2,0.8,0,1,0,1,0.352025986
81,1,13.10555556,Teen,1,F,2,2,85,35,0.2,0.8,0,1,1,1,0.40195322
81,1,13.10555556,Teen,1,F,2,2,86,36,0.2,0.8,0,1,0,1,0.435452938
81,1,13.10555556,Teen,1,F,2,2,87,37,0.2,0.8,1,0,0,0,0.418532133
81,1,13.10555556,Teen,1,F,2,2,88,38,0.2,0.8,0,1,1,1,0.318361044
81,1,13.10555556,Teen,1,F,2,2,89,39,0.2,0.8,0,1,0,1,0.401926994
81,1,13.10555556,Teen,1,F,2,2,90,40,0.2,0.8,0,1,1,1,0.235487938
81,1,13.10555556,Teen,1,F,2,2,91,41,0.2,0.8,0,1,0,1,0.268594027
81,1,13.10555556,Teen,1,F,2,2,92,42,0.2,0.8,0,1,1,1,0.40198493
81,1,13.10555556,Teen,1,F,2,2,93,43,0.2,0.8,0,1,0,1,0.401857138
81,1,13.10555556,Teen,1,F,2,2,94,44,0.2,0.8,0,1,1,1,0.418642998
81,1,13.10555556,Teen,1,F,2,2,95,45,0.2,0.8,0,0,0,1,0.401926994
81,1,13.10555556,Teen,1,F,2,2,96,46,0.2,0.8,0,1,1,1,0.268527985
81,1,13.10555556,Teen,1,F,2,2,97,47,0.2,0.8,0,1,0,1,0.119046211
81,1,13.10555556,Teen,1,F,2,2,98,48,0.2,0.8,0,1,1,1,0.318820953
81,1,13.10555556,Teen,1,F,2,2,99,49,0.2,0.8,0,0,0,1,0.551890135
81,1,13.10555556,Teen,1,F,2,2,100,50,0.2,0.8,0,1,0,1,0.385383844
81,1,13.10555556,Teen,1,F,3,1,101,1,0.8,0.2,0,0,1,0,1.21669507
81,1,13.10555556,Teen,1,F,3,1,102,2,0.8,0.2,1,1,0,1,0.368556976
81,1,13.10555556,Teen,1,F,3,1,103,3,0.8,0.2,1,1,0,1,0.033666849
81,1,13.10555556,Teen,1,F,3,1,104,4,0.8,0.2,1,0,1,1,0.31842804
81,1,13.10555556,Teen,1,F,3,1,105,5,0.8,0.2,1,0,0,1,0.318619967
81,1,13.10555556,Teen,1,F,3,1,106,6,0.8,0.2,1,1,0,1,0.28538084
81,1,13.10555556,Teen,1,F,3,1,107,7,0.8,0.2,1,0,1,1,0.485379934
81,1,13.10555556,Teen,1,F,3,1,108,8,0.8,0.2,1,0,0,1,0.735355854
81,1,13.10555556,Teen,1,F,3,1,109,9,0.8,0.2,1,1,0,1,0.335274935
81,1,13.10555556,Teen,1,F,3,1,110,10,0.8,0.2,1,1,0,1,0.751976967
81,1,13.10555556,Teen,1,F,3,1,111,11,0.8,0.2,1,1,0,1,0.40169096
81,1,13.10555556,Teen,1,F,3,1,112,12,0.8,0.2,1,1,0,1,0.701960087
81,1,13.10555556,Teen,1,F,3,1,113,13,0.8,0.2,1,0,0,1,0.433681011
81,1,13.10555556,Teen,1,F,3,1,114,14,0.8,0.2,1,1,0,1,0.5519979
81,1,13.10555556,Teen,1,F,3,1,115,15,0.8,0.2,1,0,1,1,0.38520813
81,1,13.10555556,Teen,1,F,3,1,116,16,0.8,0.2,1,0,0,1,0.285309076
81,1,13.10555556,Teen,1,F,3,1,117,17,0.8,0.2,1,0,1,1,0.383485079
81,1,13.10555556,Teen,1,F,3,1,118,18,0.8,0.2,1,1,0,1,0.451967955
81,1,13.10555556,Teen,1,F,3,1,119,19,0.8,0.2,1,1,0,1,0.535088062
81,1,13.10555556,Teen,1,F,3,1,120,20,0.8,0.2,1,1,0,1,0.518642902
81,1,13.10555556,Teen,1,F,3,1,121,21,0.8,0.2,1,1,0,1,0.635152817
81,1,13.10555556,Teen,1,F,3,1,122,22,0.8,0.2,1,1,0,1,0.518684864
81,1,13.10555556,Teen,1,F,3,1,123,23,0.8,0.2,1,0,0,1,0.335366011
81,1,13.10555556,Teen,1,F,3,1,124,24,0.8,0.2,1,1,0,1,0.252166986
81,1,13.10555556,Teen,1,F,3,1,125,25,0.8,0.2,1,0,1,1,0.268504143
81,1,13.10555556,Teen,1,F,3,1,126,26,0.8,0.2,1,1,0,1,0.101747036
81,1,13.10555556,Teen,1,F,3,1,127,27,0.8,0.2,1,0,1,1,0.351543903
81,1,13.10555556,Teen,1,F,3,1,128,28,0.8,0.2,1,1,0,1,0.485255957
81,1,13.10555556,Teen,1,F,3,1,129,29,0.8,0.2,1,1,0,1,0.801761866
81,1,13.10555556,Teen,1,F,3,1,130,30,0.8,0.2,1,1,0,1,0.28544116
81,1,13.10555556,Teen,1,F,3,1,131,31,0.8,0.2,1,0,1,1,0.401928186
81,1,13.10555556,Teen,1,F,3,1,132,32,0.8,0.2,1,0,0,1,1.385042906
81,1,13.10555556,Teen,1,F,3,1,133,33,0.8,0.2,1,1,0,1,1.051384926
81,1,13.10555556,Teen,1,F,3,1,134,34,0.8,0.2,1,1,0,1,0.585397959
81,1,13.10555556,Teen,1,F,3,1,135,35,0.8,0.2,1,0,0,1,0.568603992
81,1,13.10555556,Teen,1,F,3,1,136,36,0.8,0.2,1,1,0,1,0.401945114
81,1,13.10555556,Teen,1,F,3,1,137,37,0.8,0.2,1,1,0,1,0.751913071
81,1,13.10555556,Teen,1,F,3,1,138,38,0.8,0.2,1,0,1,1,0.418564081
81,1,13.10555556,Teen,1,F,3,1,139,39,0.8,0.2,1,0,0,1,0.418475866
81,1,13.10555556,Teen,1,F,3,1,140,40,0.8,0.2,1,0,1,1,0.168664932
81,1,13.10555556,Teen,1,F,3,1,141,41,0.8,0.2,1,0,0,1,0.218527794
81,1,13.10555556,Teen,1,F,3,1,142,42,0.8,0.2,0,0,1,0,0.25205183
81,1,13.10555556,Teen,1,F,3,1,143,43,0.8,0.2,1,1,0,1,0.451853991
81,1,13.10555556,Teen,1,F,3,1,144,44,0.8,0.2,1,1,0,1,0.418646097
81,1,13.10555556,Teen,1,F,3,1,145,45,0.8,0.2,1,0,1,1,0.417146921
81,1,13.10555556,Teen,1,F,3,1,146,46,0.8,0.2,1,0,0,1,0.418498993
81,1,13.10555556,Teen,1,F,3,1,147,47,0.8,0.2,1,0,0,1,0.335399866
81,1,13.10555556,Teen,1,F,3,1,148,48,0.8,0.2,1,1,0,1,0.251867056
81,1,13.10555556,Teen,1,F,3,1,149,49,0.8,0.2,1,0,1,1,0.418560028
81,1,13.10555556,Teen,1,F,3,1,150,50,0.8,0.2,1,1,0,1,0.418879032
45,1,11.64444444,Kid,0,C,1,3,1,1,0.2,0.8,1,1,0,0,1.385993004
45,1,11.64444444,Kid,0,C,1,3,2,2,0.2,0.8,0,0,0,1,0.386355162
45,1,11.64444444,Kid,0,C,1,3,3,3,0.2,0.8,1,0,0,0,0.369477987
45,1,11.64444444,Kid,0,C,1,3,4,4,0.2,0.8,1,0,0,0,0.319713831
45,1,11.64444444,Kid,0,C,1,3,5,5,0.2,0.8,0,0,0,1,0.302933931
45,1,11.64444444,Kid,0,C,1,3,6,6,0.2,0.8,1,0,0,0,0.501733065
45,1,11.64444444,Kid,0,C,1,3,7,7,0.2,0.8,1,0,1,0,0.45284915
45,1,11.64444444,Kid,0,C,1,3,8,8,0.2,0.8,0,0,1,1,0.668400049
45,1,11.64444444,Kid,0,C,1,3,9,9,0.2,0.8,0,1,1,1,0.385216951
45,1,11.64444444,Kid,0,C,1,3,10,10,0.2,0.8,0,1,1,1,1.918004036
45,1,11.64444444,Kid,0,C,1,3,11,11,0.2,0.8,0,1,1,1,0.318567038
45,1,11.64444444,Kid,0,C,1,3,12,12,0.2,0.8,0,1,1,1,1.501150846
45,1,11.64444444,Kid,0,C,1,3,13,13,0.2,0.8,0,0,1,1,0.301472902
45,1,11.64444444,Kid,0,C,1,3,14,14,0.2,0.8,1,0,1,0,0.301578045
45,1,11.64444444,Kid,0,C,1,3,15,15,0.2,0.8,0,0,1,1,0.30208993
45,1,11.64444444,Kid,0,C,1,3,16,16,0.2,0.8,1,0,1,0,0.535111904
45,1,11.64444444,Kid,0,C,1,3,17,17,0.2,0.8,1,0,1,0,7.466611147
45,1,11.64444444,Kid,0,C,1,3,18,18,0.2,0.8,0,0,1,1,5.350636005
45,1,11.64444444,Kid,0,C,1,3,19,19,0.2,0.8,0,1,1,1,0.818390131
45,1,11.64444444,Kid,0,C,1,3,20,20,0.2,0.8,0,0,1,1,0.383539915
45,1,11.64444444,Kid,0,C,1,3,21,21,0.2,0.8,1,0,1,0,0.484835863
45,1,11.64444444,Kid,0,C,1,3,22,22,0.2,0.8,0,0,1,1,0.300252199
45,1,11.64444444,Kid,0,C,1,3,23,23,0.2,0.8,1,0,1,0,0.368755102
45,1,11.64444444,Kid,0,C,1,3,24,24,0.2,0.8,0,1,1,1,0.251987219
45,1,11.64444444,Kid,0,C,1,3,25,25,0.2,0.8,0,0,1,1,0.135346889
45,1,11.64444444,Kid,0,C,1,3,26,26,0.2,0.8,0,1,1,1,0.334939003
45,1,11.64444444,Kid,0,C,1,3,27,27,0.2,0.8,0,1,1,1,0.433793068
45,1,11.64444444,Kid,0,C,1,3,28,28,0.2,0.8,0,1,1,1,0.268723965
45,1,11.64444444,Kid,0,C,1,3,29,29,0.2,0.8,0,0,0,1,0.318743944
45,1,11.64444444,Kid,0,C,1,3,30,30,0.2,0.8,0,0,0,1,0.435269117
45,1,11.64444444,Kid,0,C,1,3,31,31,0.2,0.8,0,1,1,1,1.235193968
45,1,11.64444444,Kid,0,C,1,3,32,32,0.2,0.8,0,1,1,1,0.368685961
45,1,11.64444444,Kid,0,C,1,3,33,33,0.2,0.8,0,1,0,1,0.552056074
45,1,11.64444444,Kid,0,C,1,3,34,34,0.2,0.8,1,0,0,0,0.335395098
45,1,11.64444444,Kid,0,C,1,3,35,35,0.2,0.8,0,1,1,1,0.335351944
45,1,11.64444444,Kid,0,C,1,3,36,36,0.2,0.8,0,0,1,1,0.085330009
45,1,11.64444444,Kid,0,C,1,3,37,37,0.2,0.8,0,1,1,1,0.402421951
45,1,11.64444444,Kid,0,C,1,3,38,38,0.2,0.8,0,1,1,1,0.300314903
45,1,11.64444444,Kid,0,C,1,3,39,39,0.2,0.8,0,1,1,1,0.302115917
45,1,11.64444444,Kid,0,C,1,3,40,40,0.2,0.8,1,0,1,0,0.351809978
45,1,11.64444444,Kid,0,C,1,3,41,41,0.2,0.8,0,0,1,1,0.335282803
45,1,11.64444444,Kid,0,C,1,3,42,42,0.2,0.8,0,1,1,1,0.318653822
45,1,11.64444444,Kid,0,C,1,3,43,43,0.2,0.8,0,1,1,1,0.318616152
45,1,11.64444444,Kid,0,C,1,3,44,44,0.2,0.8,0,1,1,1,0.435518026
45,1,11.64444444,Kid,0,C,1,3,45,45,0.2,0.8,0,0,1,1,0.268721819
45,1,11.64444444,Kid,0,C,1,3,46,46,0.2,0.8,0,1,1,1,0.385320902
45,1,11.64444444,Kid,0,C,1,3,47,47,0.2,0.8,0,1,1,1,0.285393953
45,1,11.64444444,Kid,0,C,1,3,48,48,0.2,0.8,0,1,1,1,0.268689156
45,1,11.64444444,Kid,0,C,1,3,49,49,0.2,0.8,0,0,1,1,0.302002907
45,1,11.64444444,Kid,0,C,1,3,50,50,0.2,0.8,0,0,0,1,0.551887989
45,1,11.64444444,Kid,0,C,2,1,51,1,0.8,0.2,1,0,1,1,2.50120306
45,1,11.64444444,Kid,0,C,2,1,52,2,0.8,0.2,1,0,1,1,0.368736029
45,1,11.64444444,Kid,0,C,2,1,53,3,0.8,0.2,0,0,1,0,0.31872201
45,1,11.64444444,Kid,0,C,2,1,54,4,0.8,0.2,0,0,1,0,0.168740034
45,1,11.64444444,Kid,0,C,2,1,55,5,0.8,0.2,0,1,0,0,0.518465996
45,1,11.64444444,Kid,0,C,2,1,56,6,0.8,0.2,0,0,0,0,0.285343885
45,1,11.64444444,Kid,0,C,2,1,57,7,0.8,0.2,0,0,1,0,0.751835823
45,1,11.64444444,Kid,0,C,2,1,58,8,0.8,0.2,1,0,0,1,0.66811204
45,1,11.64444444,Kid,0,C,2,1,59,9,0.8,0.2,0,1,0,0,0.535175085
45,1,11.64444444,Kid,0,C,2,1,60,10,0.8,0.2,0,0,1,0,0.818600893
45,1,11.64444444,Kid,0,C,2,1,61,11,0.8,0.2,0,0,1,0,0.385203123
45,1,11.64444444,Kid,0,C,2,1,62,12,0.8,0.2,0,0,1,0,0.418521881
45,1,11.64444444,Kid,0,C,2,1,63,13,0.8,0.2,0,0,1,0,0.551923037
45,1,11.64444444,Kid,0,C,2,1,64,14,0.8,0.2,0,0,1,0,0.485011101
45,1,11.64444444,Kid,0,C,2,1,65,15,0.8,0.2,0,1,0,0,0.318638086
45,1,11.64444444,Kid,0,C,2,1,66,16,0.8,0.2,0,0,1,0,0.734838963
45,1,11.64444444,Kid,0,C,2,1,67,17,0.8,0.2,0,0,1,0,0.419080973
45,1,11.64444444,Kid,0,C,2,1,68,18,0.8,0.2,0,0,1,0,1.135064125
45,1,11.64444444,Kid,0,C,2,1,69,19,0.8,0.2,0,0,1,0,0.485166073
45,1,11.64444444,Kid,0,C,2,1,70,20,0.8,0.2,0,0,1,0,0.635256052
45,1,11.64444444,Kid,0,C,2,1,71,21,0.8,0.2,0,0,1,0,0.318645954
45,1,11.64444444,Kid,0,C,2,1,72,22,0.8,0.2,0,0,1,0,0.285552979
